ID,GPE,Sentiment,Title
6862,China,0.0,BREAKING: Man Brags on Facebook of Voting 3 Times… Then Reveals How He Did It
6871,Michigan,0.0,Furious parents slam ‘damaging’ BBC sex change show aimed at six-year-olds
7391,Warsaw,0.0,Trump Family Say Trump Brand Has NOT Been Damaged
9283,London,0.0,John Oliver: America’s Increasingly Segregated Schools Are ‘Very Rarely Equal in Any Way’ (Video)
8646,U.S.,0.0,The Rise of Mandatory Vaccinations Means the End of Medical Freedom
6784,Russia,0.0,Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch]
9508,Tokyo,0.4,"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade"
8197,Pakistan,0.357,BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY – TruthFeed
5575,Balochistan,0.2,The Real Reason Obamacare is Coming Unglued
8114,United States,-0.032,Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time
10246,Saudi Arabia,0.0,Iraq’s Skies Darken as Islamic State Torches Oil
9029,North Korea,0.136,New Yorkers fight to overturn ballot selfie ban
6448,Israel,-0.3,George W. Bush’s Ethics Lawyer Files Complaint Against FBI Director James Comey
8294,US,0.0,Netflix Ceo: TV’s Future includes Hallucination Pills
7338,Russia,0.0,Comment on Elections 2012-16 by BeamMeUpScotty
5926,America,0.45,After Debate Duke Says USA becoming Banana Republic
5914,Philippines,0.0,"NOW FIVE FBI FIELD OFFICES ARE PROBING CLINTON CHARITY, ADDING FUEL TO THE FIRE"
9961,Russia,0.0,Podesta wiki leaks...We prefer Muslims over Christians....
6391,China,-0.25,Australian taxpayers charged over $88 million for donation to corrupt Clinton Foundation
9521,California,0.0,Jews ‘blamed for Holocaust’ at House of Lords event
9340,Russia,0.75,Russia successfully tests its first-ever hypersonic weapon
8145,Tal Afar,0.0,The Hulk Actor Mark Ruffalo Has Joined Standing Rock to Protest DAPL
7844,Turkey,0.136,Walmart Goes Against The Grain Of Obama’s America With New Thanksgiving Ad
7928,America,0.0,The Path To Total Dictatorship: America’s “Shadow Government” And Its Silent Coup
9168,Russia,0.0,To the Youth a Day After the Election: Another World Is Possible
6455,America,0.0,Physical Gold Demand and Fear
6135,Ukraine,0.0,Comment on U.S. war with Iran has already begun by جنگ ارزی آمریکا علیه ایران / مورد مطالعاتی سال 1390 - کدآمایی
10021,U.S.,0.2,If You Have One Of These Old VHS Tapes It May Be Worth Over $1000
6775,US,0.0,Study: Phytochemical Found In Broccoli And Cauliflower Attacks Prostate Cancer Cells
8263,America,0.3,David Duke wins Louisiana Senate Debate in Landslide despite BLM Riots
6494,Florida,0.0,Hillary Clinton Is Now Radioactive – SoT #122
8521,US,-0.625,VIDEO: Creepy Clown Gets Pistol-Whipped!
5722,Tennessee,0.0,THE VISION THING 16    : Information
8340,US,-0.125,The Other Way of Knowing
7006,Russia,-0.583,Comment on Police Officer’s Wife Caught Faking a Robbery In a Scheme To Frame Black Lives Matter by The Cat's Vagina (Nasty Woman)
6287,Kuznetsov,0.0,Supreme Court Decides to Weigh in On Transgender Rights
7119,California,0.0,If Hillary Clinton Is Charged With Obstruction Of Justice She Could Go To Prison For 20 Years
6804,United States,-0.188,Obamacare Premiums Spike an Average of 25%!
5352,Aliens,0.0,Collective Consciousness – The Individual is Gone
7771,D.C.,0.0,What Scientists Found Inside This 800-Year-Old Pot... Is Changing History!
10454,Profile,0.1,Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is Real
9814,Profile,0.25,"Iranians Spend $2.1b on Beauty Products Annually, 3 Times more than Their European Counterparts"
6429,Australia,0.0,#InNorthDakota ~~ PALESTINIANS STAND WITH THE SIOUX
6918,Saudi Arabia Re-Elected,0.0,"ISIS Declares It Will kill Palestinians “One By One”’, Yet Remains Quiet On Israel"
9825,Mosul,0.0,"Hillary, The Political Scientist"
7713,Ethiopia,0.0,"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video] » 100percentfedUp.com"
6995,Russia,0.0,Links 11/12/16
9645,Syria,0.542,Comment on Indoor Gardening Made Easy: The Nutritower! by Indoor Gardening Made Easy: The Nutritower! – Collective EvolutionGardening Business News UK | Gardening Business News UK
9251,US,0.0,US abstains from UN vote calling for end to Cuban embargo
8146,Venezuela,0.175,Young Turks Finds Out Why Trump Is About To Lose Utah For Republicans For First Time In Decades (VIDEO)
9722,America,0.125,Comment on Mayor de Blasio claims hot dog carts are causing global warming by Dr. Eowyn
6170,Iran,0.0,"America Might Not Deserve Trump, But Dems and Hillary Deserved To Lose"
5438,Tsunami,0.0,Just Another Day In the Life of the Clinton Crime Family
6329,New Zealand,-0.22,Muslims regularly use “Inshallah” (“God Willing” in Arabic) and nobody calls it ‘Christophobic’ hate speech…so why is “Deus Vult” (“God Willing” in Latin) graffiti being called ‘Islamophobic’ Crusader hate speech?
9769,US,0.2,"Hillary Clinton, FBI and the Real November Surprise     : Information"
7877,Israel,-0.725,Breaking: Ivanka Trump Makes Tragic Announcement Both Donald Trump and Supporters Are Shocked (Video) | Prophecy
5305,Miami,0.0,GOP Senator Silences the Entire Room With Remark About War Hero Opponent's Heritage at Debate
8824,Iran,0.0,2:00PM Election Day Water Cooler 11/8/2016
9453,Finland,-0.5,News: A Somber Moment: Cubs Fans All Over The World Are Still Too Sad About Princess Diana To Celebrate The Cubs’ World Series
5434,Tehran,0.0,Your Facebook Page Could Land You In a FEMA Camp
6665,Pakistan,0.5,Watching These 55 ISIS Terrorists Get Blown to Smithereens is Sure to Brighten Your Day
9554,Standing Rock,0.5,Your dog probably has better healthcare than you do
8925,North Dakota,0.35,Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence
7953,Israel,0.0,Retired Bishop Explains Why The Catholic Church Invented Hell [Watch]
6588,FLORIDA,0.0,Will a No-Fly Zone Help the People of Aleppo?
9586,California,0.186,"Experts Recommend Breaking Down Crushing Defeats Into Smaller, More Manageable Failures - The Onion - America's Finest News Source"
6299,Jerusalem,0.0,"Comment on Score one for the Second Amendment: Pizza Hut worker shoots, kills attempted robber by lynnmccrann"
10314,Old City,-0.5,War on Drugs Heading in Wrong Direction?
9648,India,0.062,"It Begins: Crowds Mass In Major Cities: DC, LA, NYC, Philly, Portland, More… | Will It Escalate? | “95% Chance Of Widespread Violence”"
9437,Swansea City,0.0,Hillary Fan SLEEPS At Rally! Snoozy Smurf Steals Show! (ABC News) Coconut Creek FLA
9444,America,-1.0,"Neighbors Smell Smoke At Muslim Home, What They See In Window Is Horrific"
9560,U.S.,0.0,The Middle East Crises Trump Inherits Could Still Suck Him in
8133,America,-0.5,John Kirby and the US State Department Blatantly Support Terrorists - Henry Kamens
10548,North Carolina,0.0,Joe Giambrone on Hollywood’s Shameless & Underhanded Assault on Political Truth
10363,Paris,0.0,"Blame government, not markets for monopoly"
5685,New Moon,0.5,Carrot Top To Give Nobel Awards At Drive Thru Window
6128,U.S.,0.067,Gauis Publius: TPP Has Picked Up a Powerful Enemy — Black Lives Matter
7303,Syria,0.0,Training French soldiers to supervise Daesh
8367,Britain,0.05,November 8 Is (Finally) Here: An Abridged Election Day Resource Guide
9553,America,0.0,The Anatomy of Crisis and the Decline of US Empire
6917,New York,0.2,7 Ways To Prepare For An Economic Crisis
7811,Russia,-0.1,"14 Days to Do 14 Things, If Hillary’s Indicted-Extreme Violence Expected"
7529,France,0.05,Daesh abducts 1000s near Mosul to use them as human shields: UN
8353,Morocco,0.0,Oregon Standoff Leaders Acquitted For Malheur Wildlife Refuge Takeover
10250,Spain,0.267,"Muslims Start Chanting Allah On Plane, Flight Attendant Quickly Shuts Them Up"
8696,Israel,0.6,Unprecedented Surge In Election Fraud Incidents From Around The Country
9749,Israel,0.136,Re: DOJ AG Loretta Lynch Advised FBI Director to Keep New Emails from Congress
7253,Mosul,0.4,"Anonymous hacker Deric Lostutter faces 16 years in prison, while Steubenville rapists walk free"
5869,California,-0.175,McCain Pledges to Help Pentagon Fix Scandal Over Excessive Military Bonuses
6369,America,0.0,Like a “Concentration Camp” Police Mark DAPL Protesters with Numbers and Lock Them in Dog Kennels
7701,Standing Rock,0.0,You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary
6113,Jynxster,1.0,The World Is About To Witness A Breathtaking Once In A Century Event
9696,Russia,-0.5,Forbidden History. Secret Egyptology Exposed!
10124,Paris,0.0,THE AMERICAN PUBLIC CAN NO LONGER DEAL WITH THE LIMITLESS CORRUPTION OF THEIR GOVERNMENT
9390,Russia,-0.357,CAN'T TRUST OBAMA! Look At Sick Thing He Just Did To STAB Trump In The Back... * LIBERTY WRITERS NEWS
8552,Germany,0.0,Can nuclear war break out on the Korean Peninsula?
7863,US,0.0,Hacking Accusations Against Russia Are Sign of Washington's Desperation
8614,Cleveland,-0.5,Dr. MacDonald & Dr. Duke Expose the Vicious War on Trump by the Jewish Establishment!
10518,US,0.0,Election 2016 and the Weaponization of the American Public
9231,Russia,0.5,COMICAL: Larry the Cable Guy slams ‘indefensible’ hypocrisy from Donna Brazile
8088,Florida,0.0,Hillary Clinton in lead a day before Election Day
9307,Abu Dhabi,0.042,Teenage Boy KNOCKS OUT His Classmate For Assaulting Their Female Teacher In The FACE- And It’s EPIC!
8483,Wales,0.0,"Meteor, space junk, rocket? Mysterious flash hits Siberia"
10531,Britain,0.25,‘Why is it the first time I’m hearing about this?’ asks office wanker
5330,Russia,0.136,"BREAKING: New Law Stops Hillary In Her Tracks, She Is Now Officially Ineligible To Run"
6975,Turkey,0.0,"We do not like trampolining, say hedgehogs"
9618,Raqqa,0.0,President Putin Asks US To Stop Provoking Russia
7589,Guatemala,0.0,“I’ve Always Been An Admirer Of Donald Trump” – Taoiseach
9640,Iceland,0.0,Now waiting for the results | Opinion - Conservative
8059,D.C.,-0.5,BrotherJohnF Silver Update: Fake Election
8692,Washington DC,0.062,"When They Asked Her What She Thinks of Hillary Clinton, They Never Expected Her to Say THIS!"
9614,US,-0.1,Which Non-OPEC Producers Can Be Expected To Cut?
7147,Iran,0.0,Trump Team Begins Making List Of Executive Orders To ‘Erase Obama’s Presidency’ On Day One
10396,Yemen,-0.5,What The Trump Skeptics Got Wrong
10442,America,-0.2,Hillary Clinton Jumps the Shark with ‘Trump’s Secret Russian Server’ Conspiracy Theory
9738,Russia,-0.6,Alabama Prison Officials Retaliate Against Prison Strike Leader By Cutting Water To Cell
7410,US,-0.325,Re: Texas Police Arrest Trump Voter for Wearing “Deplorable” T-Shirt
5551,US,-0.125,"NGOs should condemn terrorists in Syria, not Russia fighting them – Foreign Ministry"
8648,Mosul,-0.3,Genetically Modified Crops in U.S. Fail to Deliver Expected Yields
9968,modern MI6,0.0,The Fatal Expense Of American Imperialism
6818,Britain,0.25,Comment on A Group Of Reluctant Men Hold Kittens For The First Time. Hilarity Ensures by para para dinle
7103,Arizona,0.75,Hillary Clinton BETRAYED by Her Own Family: “We’re Voting for Trump!”
7938,Oregon,-0.2,Green Party’s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic [1]
6132,Mosul,0.168,#BoycottComedian…ROBERT DENIRO Wanted “To Punch Trump In The Face”…Supports Anti-Trump Rioters…Now Wants Americans To Support His New Movie [VIDEO]
6865,Canada,0.318,Doctor Finds New Life As A Clown More Fulfilling | GomerBlog
7986,Saudi Arabia,0.0,BREAKING : Bay of Pigs Veterans Association Endorses Donald Trump – TruthFeed
6622,US,0.0,Rigged Election: Hillary & Trump Caught Partying with Kissinger at Jesuit Gala
9785,China,0.0,Israel: 1984 Everlasting
5485,US,0.0,Georgia Abandons Ukraine's Anti-Russian Obsession - Archil Sikharulidze
9748,Yemen,0.0,"Trump Vows To ""Renovate"" the Bill of Rights"
6351,Russia,0.0,CNN Breaking News: Trump Tells Supporters To Vote Multiple Times
9652,Iran,0.25,Hillary’s “Big Tent” is Obama’s “Grand Bargain” on Steroids
6893,Russia,0.0,October 28: Daily Contrarian Reads
7831,Syria,-0.038,"How Western Media Teleported a Child 'Victim' from Homs to Aleppo (PHOTOS, VIDEO)"
9253,Moscow,0.2,"James Comey to be taken out, knows too much about Clintons"
8577,Russia,0.0,"‘A noun, a verb and Donald Trump’: Rubio seeks to seize on Murphy’s flaw"
10130,Russia,0.35,The True Scandal of 2016 Was The Torture of Chelsea Manning     :
10391,the United States,0.0,"“CLINTON, INC”: WATCH HOW’S IT PAINS MSM TO REPORT CLINTON CORRUPTION"
9742,US,0.25,I dare you to restrain yourself from laughing at Trump and Hillary in a stronger hot show
7946,Russia,-0.183,UFO Investigator - MAX SPIERS - Found Dead After Vomiting Black Liquid.
6939,US,0.0,Jewish Press Releases Audio Tape Exposing Hillary Clinton Plotting to Rig Election
7317,Russia,0.0,Clinton Campaign STUNNED As FBI Reportedly Reopens Probe Into Hillary Clinton Emails
6814,Russia,0.55,Physicists just found more hints of an elusive particle that’s its own antiparticle
5871,Ukrainian,0.0,SHOCK: NSA Can Recover ALL of Hillary’s Deleted Emails
6863,India,0.0,Electronic Voting Machines Caught Switching Trump Votes To Hillary: “Trying to Steal Texas” | Survival
10300,U.S.,0.0,"India's Stonehenge: 7,000-Year-Old Megalithic Site is Oldest Observatory in South Asia"
9765,North Dakota,0.275,Top US General Pleads With Troops Not To Revolt Over 2016
9569,Russia,0.0,Why Director Comey jumped at the chance to reopen Hillary investigation
6220,Israel,0.05,BLOOMBERG-BACKED PENNSYLVANIA ATTORNEY GENERAL SENTENCED TO 10-23 MONTHS IN PRISON
5849,Israel,0.0,Is A Birthday Surprise Coming For Hillary Criminalton? Kim Dotcoms Mysterious Tweet.
5772,Jerusalem,0.0,How To Reduce Stress
8902,Tokyo,0.125,The First Space Photo Of Earth - Shot From A Third Reich Rocket In 1946
5760,US,-0.1,"Russia, India will expand military cooperation with focus on Navy projects | Russia & India Report"
7169,Syria,0.8,"Make music great again, with these 10 Trumped up album covers"
7966,Fury,0.0,CNN Talker Famous for Saying 'Pu***' on Air Lashes Out at Newt for Saying Megyn's 'Obsessed with Sex'
6895,Dakota,0.0,Meet The Man Who Started The Illuminati
9302,America,-0.8,Syria’s UN Envoy ‘Appalled’ By Rebel Attacks On Civilians In Aleppo
9565,Russia,0.0,Collusion Between Facebook and Hillary’s Campaign Revealed in Clinton Emails
5826,Russia,0.0,"Report from the Refugee Camp in Calais, France: “the Jungle”"
6437,U.S.,0.068,AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation
7588,Russia,0.136,FBI reopens Clinton investigation as new emails found ‒ Comey
9443,India,-0.15,Congress Knew For At Least Two Years About Pentagon Efforts To Take Back Bonuses From Veterans
6745,Virginia,-0.183,The Dark Agenda Behind Globalism And Open Borders
7314,US,-0.233,Re: 22 Reasons Why Starting World War 3 In The Middle East Is A Really Bad Idea
10056,Mosul,0.2,"Fifteen years after NATO bombings, Montenegro wants to join NATO"
