ID,GPE,Sentiment,Title
751,U.S.,0.35,"Hillary Clinton narrowly wins Kentucky, a state Bernie Sanders needed by huge margins"
3993,Paris,0.0,"No, it's not 'World War 3'"
3664,N.H.,-0.1,49 killed in shooting at Florida nightclub in possible act of Islamic terror
4455,U.S.,-0.125,"Extreme rhetoric helping Cruz, Trump, Duke leaders say"
235,Saudi Arabia,0.0,The Benghazi bust: Trey Gowdy and his GOP colleagues embarrassed themselves
4359,Kasich,0.0,"Obama seeks global climate pact in Paris, amid resistance at home"
2462,Syria,0.0,"2 deaths possibly linked to 'superbug' at UCLA hospital after 7 infected, 179 exposed"
4289,Wisconsin,0.0,Clinton media campaign follows BuzzFeed model
743,Syria,0.5,"Exclusive: More than 100 lawsuits, disputes over taxes tied to Trump and his companies"
5061,Iran,0.0,Historic firsts fill evening at Democratic National Convention
1146,Iraq,0.0,"Cruz camp responds to Rubio Photoshop flap, brushes off criticism"
1027,U.S.,-0.4,Ben Carson Throws Support Behind Donald Trump
5237,America,0.0,"Clinton and Trump: How they view ISIS, Putin, and US generals"
4122,Virginia,0.067,"Paul Ryan’s big speaker hangup is reportedly his family. For a male lawmaker, that’s unusual."
266,Egypt,0.0,"McCarthy withdraws from speaker race, vote postponed"
2551,Israel,0.0,The immigration swamp
5060,US,0.433,'America is already strong': Obama continues Democrats' optimism
5183,Soviet Union’s,0.0,Why the DNC's mysteriously hacked oppo file on Trump is a big yawn
2822,Charleston,0.0,Hillary Clinton: ‘No role whatsoever for American soldiers on the ground’ in Iraq
4305,Ireland,0.15,Donald Trump: The key to his success (Opinion)
1786,America,0.25,"For First Time, Trump Shrinks In Spotlight; Fiorina Steals Show"
2057,San Diego,0.0,Scott Walker's stealth 2016 strategy
4601,Turkey,-0.042,Let’s Make 2016 the Last Endless American Election
1996,Wyoming,0.0,Going Back to the Future in 2016?
4267,Indiana,0.0,A bad night for front-runners and a good night for governors
3077,U.S.,0.25,How public funding of elections makes politics even more polarized
2376,Cleveland,0.0,Gaming Obamacare
2570,Selma,-0.2,Uncovered audio: Hillary was ‘adamantly against illegal immigrants’
4375,America,0.0,Obama says world should address ‘grievances’ that terrorists exploit
781,Russia,-0.067,"Press must share the blame: The shallow, ratings-obsessed media is as responsible for Trump as the GOP"
2619,Syria,0.0,"Netanyahu: Iran A Threat to Israel, the World"
693,Colorado,-0.225,A report said Trump's donations to vets might be shady. His response was predictable.
4621,Iran,0.0,How the confidence deficit is impacting the 2016 election
1118,Texas,0.0,Romney's timely Trump trolling
5223,US,0.2,A sharpened debate: Is it ethical to not vote this year for president?
217,California,0.1,"Ryan so far proves he can 'make the sausage,' but he'll likely be serving a much different House party in 2016"
2634,America,0.017,Attorney general nominee offers careful backing of Obama policies
3134,Iran,0.0,The end of white Christian America is nigh: Why the country’s youth are abandoning religious conservatism
1590,Russia,0.433,Strong jobs number holds risks for Clinton
704,Rubio,0.0,Sanders warns Clinton against moderate as VP
3982,Iowa,-0.1,"Architect Of Paris Attacks Was Killed In Raid, French Authorities Say"
3140,Charleston,0.0,Why conservatives refuse to believe Obama is Christian
1423,Syria,0.0,Why Donald Trump is beating Fox News -- and GOP rivals
3828,Turkey,0.3,Obama seeks to calm fears over terrorism ahead of holiday season
1722,US,0.0,Democratic debate: Fact-checking the candidates
1479,Lahore,0.136,Carson takes lead from Trump in new national poll
992,Pakistan,0.333,"Hillary isn't winning over many pundits, even on the left"
1343,US,0.0,5 takeaways from the Republican debate
187,US,0.0,Lawmakers caught in battle between House ethics cops
5209,California,0.136,"New O'Keefe Video: Clinton Campaign, DNC Coordinated With Organizations To Incite Violence At Trump Events"
4883,Iran,0.0,"Yes, There Is a Clinton Double Standard"
4750,Iran,0.0,"Libertarian VP Candidate Gives Up, Will Focus on Preventing Trump Presidency"
5020,US,-0.108,'The only other option': Bernie Sanders backers turn to Green party's Jill Stein
1171,Germany,0.0,"Trump, Clinton Head Into SC with Fierce Competition on Their Heels"
764,Ryan,-1.0,Why Trump is a shocking GOP choice
1819,California,0.0,Donald Trump: ‘We have to take back the heart of our country’
569,U.S.,-0.2,Jeb Bush fights lonely battle defending Common Core
4770,Iran,0.6,Donald Trump can’t resist blaming Bill Clinton when his own sexism comes up
1920,Washington,0.0,Will Clinton’s experience be a liability?
4431,VA,0.0,"Obama outlines plan to keep 5,500 troops in Afghanistan"
1675,Iran,0.2,Biden backers to naysayers: Not so fast
5057,Bergdahl,0.0,Clinton Enjoys Post-DNC Bounce - But Will it Last?
188,Syria,0.25,House yanks first spending bill off the floor
5028,Iraq,0.0,Donald Trump Pushes Republican Party to Its Breaking Point
3,Ukraine,0.0,"Trump, Clinton clash in dueling DC speeches"
4561,Kentucky,0.0,'NO CAMP! NO CAMP!': Scuffles break out at Hungary train station after police stop migrant train
4145,Milwaukee,-0.125,How a $15 minimum wage went from ‘extreme’ to enacted
479,Flint,-0.389,Will Asia trade deal hurt US workers? Six tough questions answered.
2532,Iraq,0.0,"City, County Leaders Ask Court To Lift Injunction On Obama Immigration Programs"
4246,New York,-0.125,Democrats Clinton and Sanders pounce on Flint water crisis — and each other
708,Iraq,0.5,"No, Sanders wouldn't be a better match for Trump"
4563,Iran,0.35,‘People in Europe are full of fear’ over refugee influx
944,Calif.,0.6,The GOP would unite against Trump at its own peril
821,Iran,0.286,Kasich bows out. Did he do 'the right thing?'
5114,the United States,-0.5,The Sad Truth About Melania Trump’s Plagiarism Snafu
4630,America,0.2,Will the Comey bombshell really shake up the 2016 race?
3887,St. Louis,0.3,"Rating Obama, 50% say he's been a success"
500,Kasich,0.0,OPEC sees oil prices exploding to $200 a barrel
2497,US,0.0,"United States v. Texas, the biggest immigration case in a century, explained"
2837,America,-0.357,The Middle East’s sick state
3870,Egypt,0.0,White House Monitoring Iran Aid Ship to Yemen
868,Libya,0.0,Why Trump is still likely to fall 52 delegates short of nomination
1115,America,0.0,"Trump, Sanders trade blame over Chicago protests"
449,Iran,0.0,Gas prices could drop toward $1 a gallon
2768,New Hampshire,0.5,"The Saber Rattling Between Saudis, Iran Just Got More Ominous"
3855,Israel,0.0,Poll: Obama popularity on the upswing
1318,Kentucky,-0.333,Rachel Maddow made them fight: She’s the reason for the tense Hillary/Bernie fireworks
972,Ohio,-0.25,Past cases suggest Hillary won’t be indicted
109,US,0.0,"U.S. Split Along Racial Lines on Backlash Against Police, Poll Finds"
2691,Mexico,0.0,The media unload on Donald Trump
4397,Ukraine,0.7,Popular Health Exchange In Jeopardy After Surprise Republican Win
2052,Rubio,0.0,Hillary’s No Slam Dunk in 2016
605,Cruz,0.0,Senate GOP leaving tea party primary battles behind
819,Iowa,0.2,Anti-Trump delegates now responsible for nominating him
1883,Arizona,0.167,Pro-Obama super PAC shifts focus to possible Clinton 2016 bid
3682,U.S.,-0.2,3 dead in Colorado Springs Planned Parenthood shooting
5190,Afghanistan,0.0,Trump refuses to say whether he'll accept election results
2139,Iran,0.0,Fiorina blames environmentalists for California drought
2646,Iowa,-0.25,Guilty Verdict Returned In 'American Sniper' Murder Trial
1604,Brussels,0.1,"As Marco Rubio rises, GOP rivals are reluctant to take him on directly"
1424,France,0.0,Trump Will Skip GOP Debate As Feud With Fox News Boils Over
4484,Florida,0.0,"Parts Of Patriot Act Expire, Even As Senate Moves On Bill Limiting Surveillance"
1297,Illinois,0.0,Kasich: Voters Are ‘Starting to Pay Attention’
2732,Ohio,0.2,President Obama really really really really hates Maureen Dowd
4088,North Carolina,0.0,U.S. Congressional Delegation travels to Cuba this weekend
578,Florida,-0.2,How Democrats killed Obama's college savings plan
1723,US,0.25,Clinton Takes First Step To Dispel Doubts About Candidacy
3256,N.H.,0.083,Why raising the Social Security retirement age really does hurt the poor the most
2786,Orlando,0.0,Afghanistan: 19 die in air attacks on hospital; U.S. investigating
4514,New York Wins,0.279,A new 9/11 memorial to Flight 93: ‘Our loved ones left a legacy for all of us’
1612,South Carolina,-0.1,Fact checking the fourth round of GOP debates
1951,Iraq,0.0,OnPolitics | 's politics blog
5105,Iran,0.0,What I Learned From Speaking to an R.N.C. Attendee From Every State
2987,Egypt,-0.217,"Final votes on Patriot Act, trade deal bill set dramatic stage for Congress’ return"
1653,Libya,0.0,Don’t write Donald Trump’s political obituary just yet: Why surging Ben Carson looks like a flavor of the month
462,Puerto Rico's,0.0,Raise the wage: Paul Krugman shatters the myth that we can’t afford to boost workers’ pay
2102,Syria,0.0,Obama’s Arctic Trip Comes as Climate Change Builds as 2016 Issue
1530,US,0.0,Hillary Clinton should proactively set out ethics rules
2588,Orlando,0.0,Israel hawks to Pope Francis: Stay out of politics
4797,U.S.,0.8,Here’s What Clinton and Trump Must Do on the Debate Stage to Win the Night
5134,Obama,0.0,Both Clinton and Trump would bring a war-time posture to the White House
1535,Iran,0.0,"The GOP debate fear cauldron: According to the Republican candidates, you’re going to die"
5128,Kochs,-0.2,Clinton holds narrow lead over Trump on eve of conventions
4126,Indiana,0.0,Kevin McCarthy announces he's a candidate for House speaker (+video)
1222,Mohammed Event,0.0,Fall of the House of Bush: How last name and Donald Trump doomed Jeb
2005,Paris,0.0,Mitt Romney Fans Speculation Over Another White House Run
3081,Wisconsin,-0.05,"Us vs Them: When Politics is Treated Like a Football Game, No One Wins"
324,France,0.136,Manhunt shifts to lone cabin in upstate New York: Prisoner hideout?
17,Belgium,0.0,Stop the vendetta against Planned Parenthood
1005,Italy,-0.667,Ted Cruz victory shows GOP's impossible conundrum (+video)
4050,New York,0.0,"US pullout from Yemen eases pressure on Al Qaeda, lawmakers warn"
419,Ark.,-0.2,Obama trade bill in trouble
3897,New York,-0.4,Secret Service testing ways to intercept rogue drones with late-night flights over Washington
3761,Russia,-0.156,Source: Baltimore mayor ordered police to stand down
4197,Syria,0.0,Jane Sanders to FBI: Get on with Clinton email probe
193,New York City,0.468,"Happy New Year, Wall Street: Congress Has Another Gift For You"
1014,US,-0.8,Rivals Slam Trump over Violent Rallies: 'He Incites Violence'
126,Boston,-0.1,Oklahoma Fraternity Is Closed Over Video Of Racist Chant
1857,Iran,-0.233,"Jeb Bush in 2016: The good, the bad and the ugly"
1059,Ohio,0.0,A whirlwind day in D.C. showcases Trump’s unorthodox views and shifting tone
3456,Washington,0.0,Supreme Court Readies Blockbuster Rulings
2211,Alabama,0.0,Iran Nuclear Deal: Does Obama want Israel to commit suicide?
5177,Paris,0.0,Bernie's swan song begins
5185,Belgium,0.0,Would Trump presidency threaten rule of law?
5082,France,0.0,Sanders delegates' convention agenda
2086,Germany,0.0,Paris climate summit: What to expect from historic talks
4844,Hiroshima,1.0,"Trump doctor’s letter: He takes cholesterol drug, is overweight but is in ‘excellent’ health"
4494,Baltimore,-0.107,"Supreme Court: your right to a ""speedy trial"" ends when you're declared guilty"
